,Unnamed: 0,actual,predicted,text,label
3468,3468,2,3,"Sadr Militia in Contacts to Hand Over Najaf Shrine NAJAF, Iraq (Reuters) - Top aides of radical cleric Moqtada al-Sadr prepared to hand over control of a holy shrine at the center of a crisis in Najaf on Friday to representatives of Iraq #39;s top ayatollah, a Sadr spokesman said. ",0
3473,3473,1,0,"Bush Leads in Race to 270 Electoral Votes  - In a seesaw campaign, President Bush has opened a lead over John Kerry in their drive to White House victory by making gains in the Midwest and solidifying his Southern base.",0
3482,3482,2,3,"Video shows three foreign election workers kidnapped in ... (Kabul, Afghanistan-AP) Oct. 31, 2004 - Arab television has played a video that apparently shows three foreign election workers kidnapped in Afghanistan.",0
3511,3511,2,3,7 Killed in Kabul as Bombing Rips U.S. Security Firm Two Americans were among the dead when a bomb exploded outside the compound of an American contractor helping to train the Afghan police.,0
3519,3519,2,3,"Car bomb kills dozens at Pakistani rally for outlawed leader MULTAN, PAKISTAN - At least 39 people were killed and nearly 100 injured when a car bomb exploded in Pakistan #39;s central city of Multan during a celebration marking the first anniversary of the death of an outlawed Sunni Muslim leader.",0
3547,3547,3,2,"Bush Defends Iraq Decisions in Canada  - President Bush tried on Tuesday to repair U.S.-Canada relations strained by years of bickering over trade and Iraq, although he stood by policies that have irritated Canadians.",0
3550,3550,3,2,Cheney Echoes Bush's Criticism of Kerry  - Vice President Dick Cheney on Wednesday echoed President Bush's latest sharp challenge of Sen. John Kerry's fitness to serve as commander in chief as the Republican No. 2 basked in approval from GOP supporters cheered by his debate performance.,0
3551,3551,0,2,"French minister is dispatched to seek release of reporters PARIS -- President Jacques Chirac dispatched his foreign minister to the Middle East yesterday to work for the release of two French reporters abducted in Iraq, vowing to spare no effort to free them from kidnappers demanding that France scrap its ban on Islamic headscarves in state schools.",0
3553,3553,2,0,"24 Dead in Gaza Strip Fighting JEBALIYA REFUGEE CAMP, Gaza Strip - Israeli troops pushed deep into the largest Palestinian refugee camp Thursday, a first in four years of fighting, after a Palestinian rocket killed two preschoolers in an Israeli border town.    Twenty-one Palestinians and three Israelis - including a woman jogging in a Jewish settlement and two soldiers - were killed in the fighting in the northern Gaza Strip...",0
3554,3554,0,1,"PM downplays Weisglass remarks on road map freeze Prime Minister Ariel Sharon #39;s office insisted Thursday that the diplomatic furor caused by senior adviser Dov Weisglass #39;s comments, that the disengagement plan was designed to freeze the road map peace process, is over.",0
3556,3556,0,2,"Poll: Presidential Race Movement Limited WASHINGTON - Voters are so deadlocked on their choice for president that the campaigns will need to focus on keeping the intensity of support high and turning them out on Election Day, according to pollsters who conducted a bipartisan survey.    The overall race between Democrat John Kerry and President Bush, a Republican, remains deadlocked...",0
3560,3560,1,2,"Argentine Teen Kills Three in School Shooting  BUENOS AIRES, Argentina (Reuters) - A 15-year-old schoolboy  armed with a pistol killed three fellow Argentine students and  wounded six on Tuesday in a school shooting that shocked a  country unaccustomed to such violence.",0
3567,3567,2,0,Japan eyes troops pullout from Iraq next December Japanese Defense Agency Director General Yoshinori Ono said Sunday that late 2005 is a possible target date for Japanese troops to withdraw from Iraq.,0
3568,3568,2,3,Auto sector woes highlight Germany's need for economic change  - Germany's auto industry was once its pride and joy.,0
3590,3590,3,2,EU leaders sign first constitution The 25 European Union leaders on Friday signed the EU #39;s first constitution that aims to boost the union #39;s presence on the world stage but will face a tough ratification test at the hands of European parliaments and voters before it can take effect.,0
3591,3591,3,2,Arafat Fate Mired in Confusion  PARIS (Reuters) - The fate of Palestinian President Yasser  Arafat was mired in confusion on Tuesday as French medical  sources contradicted reports by senior Palestinian officials  that he had died at a Paris hospital.,0
3611,3611,2,3,"Anderson offers England victory as Windies lose Lara, Gayle  - James Anderson took the crucial wickets of Chris Gayle and Brian Lara as England pressed for victory in the fourth Test against the West Indies at the Oval here.",0
3614,3614,3,0,"Officials Fear Iraq's Lure for Muslims in Europe Intelligence officials fear that for a new generation of disaffected European Muslims, Iraq has become a new holy war.",0
3622,3622,2,3,British troops hold last church service in south Iraq before risky move  - Hundreds of British troops held a final church service in the relative calm of southern Iraq on Sunday as they prepared to head towards danger zones nearer Baghdad to help US forces tackle rebel hotspots.,0
3659,3659,3,0,Nepal confirms abductions in Iraq Nepal's government says it is trying to secure the release of 13 Nepalese workers taken hostage in Iraq.,0
3660,3660,0,3,"Explosion Rocks Baghdad, Smoke Near Green Zone A loud explosion rattled central Baghdad on Tuesday and a cloud of smoke could be seen rising close to the Green Zone government and diplomatic compound.",0
3665,3665,3,2,"China forges landmark free trade pact with Southeast Asian nations Rising power China moved Monday to expand its influence in a region long dominated by the United States, signing an accord with Southeast Asian nations aimed at creating the world #39;s largest free trade area by 2010 - sprawling ",0
3674,3674,3,2,"Company to Aid in DeLay Corruption Probe  - A company accused in the campaign-finance investigation that has implicated associates of U.S. House Majority Leader Tom DeLay agreed to aid prosecutors in exchange for having charges against it dropped, court papers showed.",0
3678,3678,2,3,"Iraqis not interested in Sharm el-Sheikh conference The Iraqis, who still suffer from the worsening security situation, are hardly interested in an international conference on Iraq to be held in the Egyptian Red Searesort of Sharm el-Sheikh on Nov 22-23.",0
3686,3686,2,0,"Al-Sadr Calls on Militia to Stop Fighting BAGHDAD, Iraq Aug. 30, 2004 - Rebel Shiite cleric Muqtada al-Sadr called for his followers across Iraq to end fighting against US and Iraqi forces and is planning to join the political process in the coming days, an al-Sadr aide said Monday.",0
3688,3688,2,0,Zimbabwean Opposition to boycott election The Movement for Democratic Change (MDC) is calling on the Government to introduce electoral reform. The MDC says it will not take part in Zimbabwe #39;s 2005 general election because the poll will not be free and fair.,0
3698,3698,2,3,"VIEW: No monopoly on terrorism Rashed Rahman Pakistan, or for that matter any other country in the world, has no monopoly on being a victim of terrorism. In Dhaka to attend a conference of the South Asian Free Media Association (SAFMA), I was a witness ",0
3711,3711,3,2,"Parents Waiting for Waves to Return Kids  - As dawn breaks over Sri Lanka's coast, dozens of parents come to the beach where huge waves seized their children a week ago. ""They believe their kids are alive and the sea will return them  #151; one day,"" UNICEF chief Carol Bellamy said on Sunday, after touring this island country's tsunami-devastated shore.",0
3715,3715,3,2,Hard-Line Serbian Defends Milosevic  - Slobodan Milosevic angrily refused to work with two court-appointed lawyers Tuesday as they called the first witness in his war crimes defense case  #151; an elderly Serbian nationalist who taught the ex-Yugoslav leader law and advised the wartime Serbian government.,0
3739,3739,2,3,"Iran Defiance Threatens Euro Bid to End Nuclear Row Iran again vowed to continue enriching uranium, in a potential setback to a European plan to ease the nuclear standoff with Tehran by offering sales of nuclear fuel and a trade deal as incentives.",0
3747,3747,0,3,"Washington Post Details Ex-Uri Party Head #39;s Downfall The resignation of Uri Party chairman Shin Ki-nam after disclosures that his father was a Japanese collaborator is an example showing that the memory of Japanese imperialism is still alive in China and South Korea, the Washington Post reported on Friday.",0
3761,3761,3,2,"Donation Line For Flooded Philippines Floodwaters have receded in the northern Philippines, following a week of severe flooding and four typhoons, but thousands of people remain cut off from help.",0
3762,3762,0,3,India-Pakistan Foreign Minister Talks End Monday  NEW DELHI (Reuters) - India and Pakistan tried on Monday to  build fresh momentum into a nine-month-old peace process that  has frayed over their dispute over Kashmir.,0
3766,3766,2,0,"Williams #39; call for Anglican unity falls on deaf ears The Archbishop of Canterbury, Rowan Williams, issued a stern warning to Anglican primates across the world yesterday to avoid the language of hatred for homosexuals and to seek together to heal the divisions within the 77 million-strong communion caused ",0
3806,3806,3,0,"UN probing charges of sex abuse by staff UNITED NATIONS -- The UN is investigating about 150 allegations of sexual abuse by UN civilian staff members and soldiers in the Democratic Republic of Congo, with some evidence recorded on videotape, a senior UN official said yesterday. The accusations include pedophilia and rape, said Jane Holl Lute, an assistant secretary general in the peacekeeping department. Lute said that there ...",0
